Web_Site_Member_ID,Master_Member_ID,API_GUID,Constituent_ID,Registration_Date,Approved_Site_Member,Date_Approved,Date_Last_Login,Member_Suspended,Last_Updated,Date_Membership_Expires,Membership,Has_Donated_Online,Date_Last_Donated,Has_Purchased_Online,Date_Last_Purchased,Has_Registered_Event_Online,Date_Last_Event_Reg,Username,Password,Member_Type_Code,Primary_Group_Code,Group_Codes,Gender,First_Name,Middle_Name,Last_Name,Nickname,Member_Name_Suffix,Member_Name_Title,Birthdate,Marriage_Status,Maiden_Name,Anniversary_Date,Spouse_Name,Email_Address,Email_Address_Alternate,Email_Bounced,Messenger_Type,Messenger_Handle,Home_Address_Line1,Home_Address_Line2,Home_City,Home_Location,Home_State_Abbrev,Home_Postal_Code,Home_Country,Personal_Website,Home_Phone_Country_Code,Home_Phone_Area_Code,Home_Phone,Mobile_Country_Code,Mobile_Area_Code,Mobile,Employer_Name,Professional_Title,Profession,Employer_Address_Line1,Employer_Address_Line2,Employer_City,Employer_Location,Employer_State_Abbrev,Employer_Postal_Code,Employer_Country,Employer_Website,Employer_Phone_Country_Code,Employer_Phone_Area_Code,Employer_Phone,Employer_Fax_Country_Code,Employer_Fax_Area_Code,Employer_Fax,Resume_Exists,Resume_Headline,Social_Organizations,Education_and_Experience,More_Personal_Info,Search_Identifier,Internal_Comments,Home_Address_Validated,Employer_Address_Validated,Date_Last_Renewed,Date_Effective_Membership_Expires,Import_Batch_ID,Career_Openings_Allowed,Members_Pages_Allowed,Additional_Seats_Allowed,intNameFormatNormal,YMCareers_Date_Last_Login,YMCareers_Date_Last_Job_Search,YMCareers_Date_Last_Job_Application,Number_of_Employees,Area_of_Expertise,Membership_Division,Age_Range,District_Size,ACTE_Number,County_-_Area,Liability_insurance,Years,ACTE_Expiration,Member_Area,Instructional_area
000143,,4ae35c5d-ec06-db1f-5abc-8badebb705fc,,2021-06-07 11:54:00,Yes,2021-06-07 12:50:34,2021-08-10 14:21:04,Yes,2021-06-07 11:58:00,2022-06-07 00:00:00,Active Instructional,No,,Yes,2021-06-07 14:28:38,Yes,2021-06-07 14:28:38,user_00055,[REDACTED],Teacher,,,,First00126,,Last00135,,,Mr.,,,,1999-01-01,,user00142@example.invalid,,No,,,[ADDR1_00052],,Corsicana,Texas,TX,751XX,United States,,,,,,903,5550212,[ORG_00134],CTE Teacher,,[EADDR1_00052],,Corsicana,Texas,TX,751XX,United States,https://example.invalid/e00007,,903,5550213,,,,No,,,,,srch_00001,,False,False,2021-06-07 11:58:00,2022-06-07 00:00:00,,0,0,0,338,,,,,Teacher ,,Under 60,"Up to 5,000 students",,Navarro - 4,,,,12,Architecture and Construction
000144,,b019e31c-18b0-98cb-0fca-ae4b0afa6726,,2015-05-07 00:00:00,Yes,2016-03-31 12:06:00,2025-06-17 12:16:59,Yes,2024-07-17 12:13:30,2025-07-17 00:00:00,Administrator,No,,Yes,2023-10-02 23:11:18,Yes,2023-10-02 23:11:18,user_00056,[REDACTED],Active,,,,First00127,,Last00136,,,,,,,,,user00143@example.invalid,alt00038@example.invalid,No,,,[ADDR1_00053],,El Paso,Texas,TX,799XX,United States,,,,,,915,5550214,[ORG_00135],CTE Facilitator,,[EADDR1_00053],,El Paso,Texas,TX,799XX,United States,,,915,5550215,,915,5550215,No,,,,,srch_00001,,False,False,2024-07-17 12:13:30,2025-07-17 00:00:00,153458,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 50,000 students",,El Paso - 11,Yes,0,,11,
000145,,3bf4f25e-8b6a-62ba-f568-dae04e45faf2,,,No,,,No,2021-07-15 22:16:20,,,No,,No,,No,,,,,,,,First00041,,Last00137,,,,,,,,,user00144@example.invalid,,No,,,,,,,,,,,,,5550216,,,,[ORG_00136],Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000146,,ec5d127b-3921-52d5-b6fd-8431f35a33b8,,,No,,,No,2020-07-06 12:21:14,,,No,,No,,No,,,,,,,,First00128,,Last00138,,,,,,,,,user00145@example.invalid,,No,,,,,,,,,,,,,5550217,,,,[ORG_00137],Ag Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000147,,364d0590-2be0-c8ab-cbbd-0196d8f0175c,,,No,,,No,2019-11-12 17:09:44,,,No,,No,,No,,,,,,,,First00129,,Last00139,,,,,,,,,user00146@example.invalid,,No,,,,,,,,,,,,,5550218,,,,[ORG_00023],Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000148,,ec9a6cb8-cee1-6e5b-7b73-542cac501542,,,No,,,No,2021-10-28 13:01:16,,,No,,No,,No,,,,,,,,First00130,,Last00140,,,,,,,,,user00147@example.invalid,,No,,,,,,,,,,,,,5550219,,,,[ORG_00138],CTE/PEIMS,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000149,,f6c0f3e2-f8f8-06b4-942d-3c4140c2f23a,,,No,,,No,2016-06-22 11:01:38,,,No,,No,,No,,,,,,,,First00131,,Last00141,,,,,,,,,user00148@example.invalid,,No,,,,,,,,,,,,,5550220,,,,[ORG_00139],"CTE Coordinator, Instructional Services",,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000150,,bafa96f6-a49d-a0b8-65a6-34c2e770c730,,2021-12-02 09:44:00,Yes,2022-01-12 14:53:57,2023-06-05 12:16:34,Yes,2022-11-18 15:19:27,2024-01-12 00:00:00,Active Leadership,No,,Yes,2023-04-03 13:38:11,Yes,2023-04-03 13:38:11,user_00057,[REDACTED],Active,,,,First00132,,Last00142,,,Mrs.,,,,,,user00149@example.invalid,alt00039@example.invalid,No,,,[ADDR1_00054],,La Porte,Texas,TX,775XX,United States,,,,,,281,5550221,[ORG_00140],CTE Director,,[EADDR1_00054],,Baytown,Texas,TX,775XX,United States,,,281,5550222,,281,5550222,No,,,,,srch_00001,,False,False,2022-11-18 15:19:27,2024-01-12 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 35,000 students",,Harris - 6,Yes,,,6,
000151,,4fb1e37c-a8f4-e68d-2e18-146908083232,,,No,,,No,2020-12-18 11:34:27,,,No,,No,,No,,,,,,,,First00133,,Last00143,,,,,,,,,user00150@example.invalid,,No,,,,,,,,,,,,,5550223,,,,[ORG_00103],CTE Coordinator,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000152,,f969a4b1-6ce6-f2d0-13b2-cd022cec1976,,,No,,,No,2016-05-09 13:56:40,,,No,,No,,No,,,,,,,,First00134,,Last00144,,,,,,,,,user00151@example.invalid,,No,,,,,,,,,,,,,5550224,,,,[ORG_00141],Welding Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000153,,c39beb5a-23b1-9d33-736b-b2eaad83d8b2,,,No,,,No,2017-04-25 15:44:53,,,No,,No,,No,,,,,,,,First00135,,Last00145,,,,,,,,,user00152@example.invalid,,No,,,,,,,,,,,,,5550225,,,,[ORG_00142],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000154,,3b0a4113-2367-4e11-be37-90277da576ff,,2019-10-29 12:01:09,No,,,Yes,2019-10-29 12:01:09,,,No,,Yes,2019-10-30 11:48:22,Yes,2019-10-30 11:48:23,user_00058,[REDACTED],Edu. Institution,,,,First00043,,Last00146,,,Mrs.,,,,,,user00153@example.invalid,alt00040@example.invalid,No,,,[ADDR1_00055],,Kingsville,Texas,TX,783XX,United States,,,,,,361,5550226,[ORG_00063],Mrs.,Counseling,[EADDR1_00055],,Kingsville,Texas,TX,783XX,United States,,,361,5550227,,361,5550228,No,,,,,srch_00001,,False,False,,,,0,10,0,466,,,,,Guidance,Guidance,Under 40,"Up to 5,000 students",,Kleberg - 8,,2,,8,
000155,,833a5429-5234-2002-8eae-f401e8f63179,,2025-05-09 00:00:00,Yes,2025-05-09 10:56:06,2025-10-01 09:47:47,No,2025-05-20 12:02:29,2026-05-08 00:00:00,Teacher,No,,No,,No,,user_00059,[REDACTED],Teacher,,,,First00136,,Last00123,,,,,,,,,user00154@example.invalid,,No,,,[ADDR1_00056],,Spring,Texas,TX,773XX,United States,,,,,,575,5550229,[ORG_00106],CTE Teacher,,[EADDR1_00056],,HOuston,Texas,TX,770XX,United States,,,281,5550230,,,,No,,,,,srch_00001,,False,False,2025-05-09 10:35:00,2026-05-08 00:00:00,,0,0,0,338,,,,,Teacher ,Teacher,60,"Up to 50,000 students",,Harris - 6,No,,,6,Education and Training|Information Technology
000156,,aa2b40d9-e1cc-e32b-87b1-b2900f566931,,,No,,,No,2025-01-23 09:36:53,,,No,,No,,No,,,,,,,,First00137,,Last00147,,,,,,,,,user00155@example.invalid,,No,,,,,,,,,,,,,5550231,,,,[ORG_00047],CTE Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000157,,c12b004f-a423-58c8-af29-e087daef9ccf,,2021-10-12 12:40:00,Yes,2023-06-22 17:24:00,2026-03-31 15:44:57,No,2026-01-05 18:17:03,2027-01-05 00:00:00,Teacher,No,,Yes,2024-10-23 16:39:20,Yes,2024-10-23 16:39:20,user_00060,[REDACTED],Teacher,,,,First00120,,Last00148,Nick00012,,Mrs.,,,,,,user00156@example.invalid,alt00041@example.invalid,No,,,[ADDR1_00057],,Iowa Park,Texas,TX,763XX,United States,,,,,,940,5550232,[ORG_00143],Teacher,,[EADDR1_00057],,Iowa Park,Texas,TX,763XX,United States,,,940,5550232,,,,No,,,,,srch_00001,,False,False,2026-01-05 18:17:03,2027-01-05 00:00:00,,0,0,0,338,,,,,Teacher ,Teacher,Under 60,"Up to 5,000 students",,Wichita - 1,No,,,1,Human Services|Career Development
000158,,3a47476c-d7db-b6d7-a8e5-dce07d5d1634,,2017-09-06 14:48:00,Yes,2017-09-25 17:53:00,2026-06-01 11:31:30,No,2025-09-22 17:02:00,2026-10-20 00:00:00,Administrator,No,,Yes,2026-05-11 12:00:14,Yes,2026-05-11 12:00:14,user_00061,[REDACTED],Active,,,,First00138,,Last00149,,,Ms.,,,,,,user00157@example.invalid,alt00042@example.invalid,No,,,[ADDR1_00058],,Friendswood,Texas,TX,775XX,United States,,,,,,409,5550233,[ORG_00144],Executive Director of CTE & Community Partnerships,,[EADDR1_00058],,Friendswood ,Texas,TX,775XX,United States,https://example.invalid/e00008,,281,5550234,,0,5550235,No,,,,,srch_00001,,False,False,2025-09-22 17:02:00,2026-10-20 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 50,"Up to 10,000 students",,Galveston - 6,No,,,6,
000159,,ece1ee9f-7a15-ed41-a7c1-c5770fbd65dd,,,No,,,No,2024-03-28 14:09:47,,,No,,No,,No,,,,,,,,First00139,,Last00106,,,,,,,,,user00158@example.invalid,,No,,,,,,,,,,,,,5550236,,,,[ORG_00145],Asst Principal,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000160,,aa013040-50c9-f3a8-a5c0-ed8d91423096,,,No,,,No,2024-04-04 11:05:08,,,No,,No,,No,,,,,,,,First00140,,Last00150,,,,,,,,,user00159@example.invalid,,No,,,,,,,,,,,,,5550237,,,,[ORG_00146],CTE Director,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000161,,5398c784-6af1-46ad-1837-f0cd2cb6c098,,2016-05-19 16:45:00,Yes,2016-06-20 17:34:45,2017-05-18 10:53:55,Yes,2018-05-09 14:47:35,2017-06-20 00:00:00,Active,No,,No,,No,,user_00062,[REDACTED],Active,,,,First00048,,Last00151,,,,,,,,,user00160@example.invalid,,No,,,[ADDR1_00059],,Stephenville,Texas,TX,764XX,United States,,,,,,817,5550238,[ORG_00147],CTE Teacher,,[EADDR1_00059],,Mineral Wells,Texas,TX,760XX,United States,,,940,5550239,,940,5550240,No,,,,,srch_00001,,False,False,2016-06-20 17:25:50,2017-06-20 00:00:00,153458,0,0,0,338,,,,,Teacher ,Administration,Under 60,"Up to 5,000 students",,Palo Pinto - 2,No,,,2,
000162,,c844a648-3bef-43d8-a8d5-a0b2acaf0983,,2015-11-17 00:00:00,Yes,2016-03-31 12:06:46,2017-04-20 08:05:00,Yes,2016-11-11 14:51:55,2017-11-16 00:00:00,Active,No,,Yes,2017-04-20 08:08:18,Yes,2017-04-20 08:08:18,user_00063,[REDACTED],Active,,,,First00141,,Last00152,,,,,,,,,user00161@example.invalid,alt00043@example.invalid,No,,,[ADDR1_00060],,Friendswood,Texas,TX,775XX,United States,,,,,,713,5550241,[ORG_00144],CTE Executive Director,,[EADDR1_00060],,Friendswood,Texas,TX,775XX,United States,,,281,5550242,,281,5550243,No,,,,,srch_00001,,False,False,2016-11-11 14:51:55,2017-11-16 00:00:00,153458,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 10,000 students",ACTE000007,Harris - 6,,0,2014-10-31 00:00:00,6,
000163,,dc7d7a25-e1ba-a23e-9bdb-aacd93476a58,,2023-01-20 14:40:40,No,,,Yes,2023-01-20 14:40:40,,,No,,No,,No,,user_00064,[REDACTED],Active,,,,First00142,,Last00153,,,Mr.,,,,,,user00162@example.invalid,alt00044@example.invalid,No,,,[ADDR1_00061],,Farmersville,Texas,TX,754XX,United States,,,,,,903,5550244,[ORG_00148],CTE Coordinator,,[EADDR1_00061],,Farmersville,Texas,TX,754XX,United States,,,972,5550245,,972,5550246,No,,,,,srch_00001,,False,False,,,,0,10,0,338,,,,,Administration,Administration,Under 50,"Up to 5,000 students",,Collin - 2,Yes,,,2,
000164,,a0422573-3b14-1413-223b-eafb47e2ffe6,,,No,,,No,2019-04-29 11:19:45,,,No,,No,,No,,,,,,,,First00143,,Last00154,,,,,,,,,user00163@example.invalid,,No,,,,,,,,,,,,,5550247,,,,[ORG_00149],Business Teacher/CTE Director ,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000165,,7c97facb-6a5c-d1a0-1d3c-2f1431531aba,,2023-06-18 00:00:00,Yes,2023-06-19 10:14:00,2024-06-18 08:57:00,Yes,2024-06-18 12:08:00,2024-06-18 00:00:00,Administrator,No,,No,,No,,user_00065,[REDACTED],Active,,,,First00144,M00006,Last00155,Nick00005,,Mr,,,,,,user00164@example.invalid,,No,,,[ADDR1_00062],,Abilene,Texas,TX,796XX,United States,,,,,,512,5550248,[ORG_00150],Director of CTE,,[EADDR1_00062],,Merkel,Texas,TX,795XX,United States,https://example.invalid/e00009,,325,5550249,,325,5550250,No,,,,,srch_00001,,False,False,2024-06-18 00:03:00,2024-06-18 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 5,000 students",,Taylor - 12,,,,12,
000166,,7195da3b-4eba-744c-e5cd-b060c0ca86a8,,,No,,,No,2017-05-29 09:43:26,,,No,,No,,No,,,,,,,,First00031,,Last00156,,,,,,,,,user00165@example.invalid,,No,,,,,,,,,,,,,5550251,,,,[ORG_00151],RN,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000167,,68198e0b-e63d-f305-8fc9-e4c5338061b8,,,No,,,No,2021-04-09 14:15:53,,,No,,No,,No,,,,,,,,First00034,,Last00157,,,,,,,,,user00166@example.invalid,,No,,,,,,,,,,,,,5550252,,,,[ORG_00152],Business Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000168,,d8b771d4-2250-24eb-5a2c-7ebe34ebda23,,,No,,,No,2019-03-22 10:36:20,,,No,,No,,No,,,,,,,,First00145,,Last00158,,,,,,,,,user00167@example.invalid,,No,,,,,,,,,,,,,5550253,,,,[ORG_00153],Law Enforcement Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000169,,d7ddb4c1-4e06-1939-ddf5-917d0348142b,,,No,,,No,2020-06-04 10:34:46,,,No,,No,,No,,,,,,,,First00146,,Last00159,,,,,,,,,user00168@example.invalid,,No,,,,,,,,,,,,,5550254,,,,[ORG_00154],School Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000170,,475a31b8-a517-0c40-4fe1-86678f5202ec,,2023-04-14 19:01:15,No,,,Yes,2023-04-14 19:01:15,,,No,,No,,No,,user_00066,[REDACTED],Edu. Institution,,,,First00147,,Last00160,,,Mrs.,,,,,,user00169@example.invalid,,No,,,[ADDR1_00063],,"Washington, D.C.",Maryland,MD,206XX,United States,,,,,,240,5550255,[ORG_00155],Science Department Chair,Education,[EADDR1_00063],,"Washington, D.C.",District of Columbia,DC,200XX,United States,,,202,5550256,,202,5550256,No,,,[REDACTED_FREETEXT],,srch_00001,,False,False,,,,0,10,0,466,,,,,Teacher ,Not applicable,Under 40,"Up to 5,000 students",,Dallas - 2,No,,,12,
000171,,0527a72c-67bb-3230-6ee5-296eca774b4d,,2023-07-10 13:18:09,Yes,2023-07-10 13:36:56,2024-08-23 09:42:53,Yes,2024-06-25 18:33:35,2025-07-10 00:00:00,Teacher,No,,Yes,2023-08-17 14:48:40,No,,user_00067,[REDACTED],Teacher,,,,First00093,,Last00161,Nick00013,,Mr.,,,,,,user00170@example.invalid,alt00045@example.invalid,No,,,[ADDR1_00064],,Weimar,Texas,TX,789XX,United States,,,,,,979,5550257,[ORG_00085],Teacher,,[EADDR1_00064],,Columbus,Texas,TX,789XX,United States,,,979,5550258,,,,No,,,,,srch_00001,,False,False,2024-06-25 18:33:35,2025-07-10 00:00:00,,0,0,0,338,,,,,Teacher ,Teacher,Under 40,"Up to 5,000 students",,Colorado - 8,,,,8,Architecture and Construction|Manufacturing
000172,,dd86a7e0-89b6-19ad-d61f-9128374c9b80,,2019-10-23 00:00:00,Yes,2019-10-23 14:52:01,2021-04-06 14:12:00,Yes,2023-01-09 11:47:22,2023-10-10 00:00:00,Active Instructional,No,,Yes,2022-12-19 17:18:39,Yes,2022-12-19 17:18:39,user_00068,[REDACTED],Teacher,,,,First00148,,Last00089,,,Mrs.,,,,1991-01-01,,user00171@example.invalid,alt00046@example.invalid,No,,,[ADDR1_00065],,BEEVILLE,Texas,TX,781XX,United States,,,,,,361,5550259,[ORG_00156],CTE Counselor,,[EADDR1_00065],,BEEVILLE,Texas,TX,781XX,United States,,,361,5550259,,,,No,,,,,srch_00001,,False,False,2022-10-10 14:01:00,2023-10-10 00:00:00,,0,0,0,338,,,,,Guidance,,Under 50,"Up to 5,000 students",,Bee - 8,,,,8,"Agriculture, Food & Natural Resources|Architecture and Construction|Arts, A/V Technology and Communication|Business Management and Administration|Education and Training|Finance|Health Science|Hospitality and Tourism|Human Services|Law, Public Safety and Security|Manufacturing|STEM|Career Development"
000173,,bd562bae-8d71-2b28-384e-1ae6ff5214c0,,,No,,,No,2025-12-18 12:21:00,,,No,,No,,No,,,,,,,,First00066,,Last00089,,,,,,,,,user00172@example.invalid,,No,,,,,,,,,,,,,5550260,,,,[ORG_00157],Coordinator - Counseling Services,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000174,,ea079a3b-1da4-ede7-e106-647294153f25,,,No,,,No,2018-06-26 12:30:18,,,No,,No,,No,,,,,,,,First00149,,Last00162,,,,,,,,,user00173@example.invalid,,No,,,,,,,,,,,,,5550261,,,,[ORG_00158],CTE Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000175,,9d26bad9-906a-3ab4-e211-7e6ee63c5836,,,No,,,No,2023-10-26 10:16:41,,,No,,No,,No,,,,,,,,First00150,,Last00163,,,,,,,,,user00174@example.invalid,,No,,,,,,,,,,,,,5550262,,,,[ORG_00159],District Coordinator for Counselors,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000176,,8a5dbad1-859f-e72e-4872-9b4b23e39d60,,2024-02-26 09:53:00,Yes,2024-03-18 18:52:00,2026-02-10 11:50:40,No,2025-08-07 12:52:12,2026-08-07 00:00:00,Administrator,No,,Yes,2025-11-13 16:54:01,Yes,2025-11-13 16:54:01,user_00069,[REDACTED],Active,,,,First00151,,Last00164,,,Mr.,,,,,,user00175@example.invalid,,No,,,[ADDR1_00066],,Grand Prairie,Texas,TX,750XX,United States,,,,,,817,5550263,[ORG_00160],CTE/CCMR Coordinator,,[EADDR1_00066],,Duncanville,Texas,TX,751XX,United States,,,972,5550264,,972,5550264,No,,,,,srch_00001,,False,False,2025-08-07 12:52:12,2026-08-07 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 40,"Up to 35,000 students",,Dallas - 2,No,,,2,
000177,,48d6c684-dc46-9229-0fda-f022fcd6d7be,,,No,,,No,2022-06-07 15:16:45,,,No,,No,,No,,,,,,,,First00084,,Last00165,,,,,,,,,user00176@example.invalid,,No,,,,,,,,,,,,,5550265,,,,[ORG_00161],CTE Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000178,,294a0483-27ce-f7fd-dda6-22d0b63f9bc5,,,No,,,No,2025-12-09 15:47:49,,,No,,No,,No,,,,,,,,First00152,,Last00166,,,,,,,,,user00177@example.invalid,,No,,,,,,,,,,,,,5550266,,,,[ORG_00162],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000179,,2133e213-55c4-0bc3-d0ce-2e49cf61e4c9,,,No,,,No,2016-05-13 14:38:51,,,No,,No,,No,,,,,,,,First00153,,Last00167,,,,,,,,,user00178@example.invalid,,No,,,,,,,,,,,,,5550267,,,,[ORG_00163],Chairman --Business and Computer Science Division ,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000180,,2a08a057-6873-291c-af1d-60137059ee56,,2026-03-30 00:00:00,Yes,2026-04-15 12:14:00,,No,2026-04-15 12:14:23,2027-04-15 00:00:00,Administrator,No,,Yes,2026-03-30 14:44:27,No,2026-03-30 14:44:27,user_00070,[REDACTED],Active,,,,First00154,,Last00168,,,,,,,,,user00179@example.invalid,alt00047@example.invalid,No,,,[ADDR1_00067],,Robstown,Texas,TX,783XX,United States,,,,,,361,5550268,[ORG_00164],Academic Counselor,,[EADDR1_00067],,Robstown,Texas,TX,783XX,United States,,,361,5550269,,361,5550269,No,,,,,srch_00001,,False,False,2026-04-15 12:13:00,2027-04-15 00:00:00,,0,0,0,338,,,,,Guidance,Guidance,Under 60,"Up to 5,000 students",,Nueces - 8,No,,,8,
000181,,a46b0e4d-d13a-7b69-f33e-b812401aa457,,,No,,,No,2016-06-15 10:49:50,,,No,,No,,No,,,,,,,,First00155,,Last00169,,,,,,,,,user00180@example.invalid,,No,,,,,,,,,,,,,5550270,,,,[ORG_00130],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000182,,ef149881-ee3f-1785-7229-023c99f4e111,,,No,,,No,2017-04-21 10:37:43,,,No,,No,,No,,,,,,,,First00156,,Last00170,,,,,,,,,user00181@example.invalid,,No,,,,,,,,,,,,,5550271,,,,[ORG_00165],Business Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000183,,aa7e049b-73de-cf96-4cba-0a92b2bfb4fe,,,No,,,No,2018-03-27 12:46:43,,,No,,No,,No,,,,,,,,First00157,,Last00171,,,,,,,,,user00182@example.invalid,,No,,,,,,,,,,,,,5550272,,,,[ORG_00166],BUSINESS & TECHNOLOGY TEACHER,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000184,,5014104e-12fd-955c-007a-580c5b38a1cb,,,No,,,No,2024-01-31 13:06:33,,,No,,No,,No,,,,,,,,First00158,,Last00172,,,,,,,,,user00183@example.invalid,,No,,,,,,,,,,,,,5550273,,,,[ORG_00156],School Counselor,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000185,,7b44fa03-032b-ec5f-b208-aa55ab467469,,,No,,,No,2023-10-02 10:54:13,,,No,,No,,No,,,,,,,,First00159,,Last00173,,,,,,,,,user00184@example.invalid,,No,,,,,,,,,,,,,5550274,,,,[ORG_00047],Teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000186,,7011a16f-0fc9-7fb2-6aeb-bc7aaba8a712,,,No,,,No,2021-05-27 12:04:21,,,No,,No,,No,,,,,,,,First00160,,Last00174,,,,,,,,,user00185@example.invalid,,No,,,,,,,,,,,,,5550275,,,,[ORG_00106],CTE teacher,,,,,,,,,,,,,,,,No,,,,,srch_00001,,False,False,,,,0,10,0,,,,,,,,,,,,,,,,
000187,,201e74c6-560f-f00d-5e84-d962e7ac0027,,2024-02-14 11:31:00,Yes,2024-02-27 15:57:00,2024-10-24 15:07:10,Yes,2024-04-22 09:41:13,2025-02-27 00:00:00,Administrator,No,,Yes,2024-03-05 11:20:47,Yes,2024-03-05 11:20:47,user_00071,[REDACTED],Active,,,,First00161,M00007,Last00175,Nick00014,III,Mr.,,,,,,user00186@example.invalid,alt00048@example.invalid,No,,,[ADDR1_00068],,Jacksonville,Texas,TX,757XX,United States,,,,,,903,5550276,[ORG_00167],CTE Director,,[EADDR1_00068],,Greenville,Texas,TX,754XX,United States,,,903,5550277,,903,5550278,No,,,,,srch_00001,,False,False,2024-02-27 15:57:00,2025-02-27 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 5,000 students",,Hunt - 2,No,,,2,
000188,,ac1c62d8-ce5a-bc88-ce9e-17f22e1852bc,,2022-09-29 08:43:00,Yes,2022-09-29 10:46:00,2024-02-26 21:52:26,Yes,2023-12-19 14:33:03,2024-09-29 00:00:00,Administrator,No,,Yes,2022-12-13 10:07:23,Yes,2022-12-13 10:07:23,user_00072,[REDACTED],Active,,,,First00162,,Last00176,,,,,,,,,user00187@example.invalid,alt00049@example.invalid,No,,,[ADDR1_00069],,Uvalde,Texas,TX,788XX,United States,,,,,,830,5550279,[ORG_00168],Assistant Director of Rural Healthcare Education,,[EADDR1_00069],,Uvalde,Texas,TX,788XX,United States,https://example.invalid/e00010,,830,5550279,,830,5550235,No,,,,,srch_00001,,False,False,2023-09-29 08:40:00,2024-09-29 00:00:00,,0,0,0,338,,,,,Administration,Administration,Under 60,"Up to 5,000 students",,Uvalde - 7,Yes,,,7,
000189,,0b0588e4-d1a1-62fe-c246-d3b088539e3f,,2017-02-08 18:48:32,No,,,Yes,2017-02-08 18:48:32,,,No,,No,,No,,user_00073,[REDACTED],Active,,,,First00163,,Last00177,,,,,,,,,user00188@example.invalid,,No,,,[ADDR1_00070],,Conroe,Texas,TX,773XX,United States,,,,,,832,5550280,[ORG_00169],Assistant Principal,,[EADDR1_00070],,Conroe,Texas,TX,773XX,United States,,,936,5550281,,936,5550282,No,,,[REDACTED_FREETEXT],,srch_00001,,False,False,,,,0,10,0,338,,,,,Administration,Administration,Under 60,"Up to 50,000 students",,Montgomery - 5,,,,6,
